㤳|bei3|3
㤴|che4|3
㤵|ci2|3
㤶|mang2|3
㤷|han1|3
㤸|xi4|3
㤹|qiu2|3
㤺|huang3|3
㤽|chou2|3
㤾|san4|3
㤿|yan1|3
㥀|zhi2|3
㥁|de2|3
㥂|te4|3
㥃|men4|3
㥄|ling2|3
㥅|shou4|3
㥆|tui4|3
㥇|can2|3
㥈|die2|3
㥉|che4|3
㥊|peng2|3
㥋|yi1|3
㥌|ju2|3
㥍|ji4|3
㥎|lai2|3
㥏|tian3|3
㥐|yuan4|3
㥒|cai3|3
㥓|qi1|3
㥔|yu4|3
㥕|lian2|3
㥖|cong1|3
㥚|yu2|3
㥛|ji2|3
㥜|wei4|3
㥝|mi3|3
㥞|sui4|3
㥟|xie2|3
㥠|xu1|3
㥡|chi4|3
㥢|qiu2|3
㥣|hui4|3
㥥|yu2|3
㥦|qie4|3
㥧|shun4|3
㥨|shui4|3
㥩|duo3|3
㥪|lou2|3
㥬|pang2|3
㥭|tai4|3
㥮|zhou4|3
㥯|yin3|3
㥰|sao1|3
㥱|fei3|3
㥲|chen1|3
㥳|yuan2|3
㥴|yi2|3
㥵|hun4|3
㥶|se4|3
㥷|ye4|3
㥸|min3|3
㥹|fen3|3
㥺|he2|3
㥼|yin4|3
㥽|ce4|3
㥾|ni4|3
㥿|ao4|3
㦀|feng2|3
㦁|lian2|3
㦂|chang2|3
㦃|chan3|3
㦄|ma2|3
㦅|die1|3
㦆|hu1|3
㦇|lu4|3
㦉|yi4|3
㦊|hua2|3
㦋|zha1|3
㦌|hu1|3
㦍|e4|3
㦎|huo4|3
㦏|sun3|3
㦐|ni4|3
㦑|xian4|3
㦒|li2|3
㦓|xian4|3
㦔|yan4|3
㦕|long2|3
㦖|men4|3
㦗|jin1|3
㦘|ji1|3
㦚|bian3|3
㦛|yu3|3
㦜|huo4|3
㦝|miao3|3
㦞|chou2|3
㦟|mai2|3
㦡|le4|3
㦢|jie2|3
㦣|wei4|3
㦤|yi4|3
㦥|xuan1|3
㦦|xi4|3
㦧|can3|3
㦨|lan2|3
㦩|yin3|3
㦪|xie4|3
㦫|za1|3
㦬|luo3|3
㦭|ling2|3
㦮|qian2|3
㦯|huo4|3
㦰|jian1|3
㦱|wo3|3
㦴|ge2|3
㦵|zhu1|3
㦶|die2|3
㦷|yong3|3
㦸|ji3|3
㦹|yang2|3
㦺|ru4|3
㦻|xi2|3
㦼|shuang4|3
㦽|yu4|3
㦾|yi2|3
㦿|qian3|3
㧀|ji2|3
㧁|qu4|3
㧂|tian2|3
㧃|shou1|3
㧄|qian3|3
㧅|mu4|3
㧆|jin1|3
㧇|mao3|3
㧈|yin3|3
㧉|gai4|3
㧊|po1|3
㧋|xuan3|3
㧌|mao4|3
㧍|fang3|3
㧎|ya2|3
㧏|gang1|3
㧐|song3|3
㧑|hui1|5
㧒|yu4|3
㧓|gua1|3
㧔|guai4|3
㧕|liu3|3
㧖|e4|3
㧗|zi3|3
㧘|zi4|3
㧙|bi4|3
㧚|wa3|3
㧜|lie4|3
㧟|kuai3|3
㧡|hai4|3
㧢|yin1|3
㧣|zhu1|3
㧤|chong4|3
㧥|xian3|3
㧦|xuan4|3
㧨|qiu2|3
㧩|pei4|3
㧪|gui3|3
㧫|er2|3
㧬|gong3|3
㧭|qiong2|3
㧮|hu1|3
㧯|lao3|3
㧰|li4|3
㧱|chen4|3
㧲|san3|3
㧳|zhuo4|3
㧴|wo3|3
㧵|pou2|3
㧶|keng1|3
㧷|tun4|3
㧸|peng1|3
㧹|te4|3
㧺|ta4|3
㧻|zhuo2|3
㧼|biao4|3
㧽|gu4|3
㧾|hu1|3
㨀|bing3|3
㨁|zhi4|3
㨂|dong3|3
㨃|dui3|3
㨄|zhou1|3
㨅|nei4|3
㨆|lin3|3
㨇|po2|3
㨈|ji3|3
㨉|min2|3
㨊|wei3|3
㨋|che3|3
㨌|gou4|3
㨍|bang1|3
㨎|ru2|3
㨏|tan1|3
㨐|bu3|3
㨑|zong1|3
㨒|kui1|3
㨓|lao2|3
㨔|han4|3
㨕|ying2|3
㨖|zhi4|3
㨗|jie2|3
㨘|xing3|3
㨙|xie2|3
㨚|xun2|3
㨛|shan3|3
㨜|qian2|3
㨝|xie1|3
㨞|su4|3
㨟|hai1|3
㨠|mi4|3
㨡|hun2|3
㨢|pi1|3
㨤|hui4|3
㨥|na4|3
㨦|song3|3
㨧|ben4|3
㨨|chou1|3
㨩|jie2|3
㨪|huang4|3
㨫|lan3|3
㨭|hu4|3
㨮|dou1|3
㨯|huo4|3
㨰|gun3|3
㨱|yao2|3
㨲|ce4|3
㨳|gui3|3
㨴|jian4|3
㨵|jian3|3
㨶|dao3|3
㨷|jin4|3
㨸|ma4|3
㨹|hui4|3
㨺|mian3|3
㨻|can2|3
㨼|lue4|3
㨽|pi4|3
㨾|yang4|3
㨿|ju4|3
㩀|ju4|3
㩁|que4|3
㩃|qian1|3
㩄|shai1|3
